order_item_id,order_id,product_id,quantity,unit_price,line_amount
328,157,209,5,54.06,270.3
329,158,38,6,736.58,4419.48
330,158,16,5,462.6,2313.0
331,158,218,5,106.52,532.6
332,159,218,3,106.52,319.56
333,159,46,5,202.72,1013.6
334,160,219,5,682.09,3410.45
335,160,11,1,180.91,180.91
336,160,191,4,246.92,987.68
337,161,73,5,112.35,561.75
338,161,24,4,208.5,834.0
339,162,100,4,263.72,1054.88
340,163,85,4,171.52,686.08
341,163,238,4,785.23,3140.92
342,164,10,4,619.66,2478.64
343,165,157,6,211.39,1268.34
344,166,107,4,792.94,3171.76
345,167,234,6,240.03,1440.18
346,168,165,1,727.87,727.87
347,168,194,2,731.08,1462.16
348,168,96,1,772.7,772.7
349,168,170,6,873.97,5243.82
350,169,128,1,514.19,514.19
351,170,41,1,265.09,265.09
352,171,141,1,875.84,875.84
353,171,209,2,54.06,108.12
354,171,111,2,201.27,402.54
355,172,60,5,675.63,3378.15
356,173,73,3,112.35,337.05
357,174,40,6,342.23,2053.38
358,175,63,2,651.88,1303.76
359,175,12,5,476.61,2383.05
360,176,150,1,218.22,218.22
361,176,31,5,189.64,948.2
362,176,55,4,609.75,2439.0
363,177,125,3,643.37,1930.11
364,178,85,6,171.52,1029.12
365,179,187,1,271.27,271.27
366,179,218,4,106.52,426.08
367,179,38,1,736.58,736.58
368,180,203,5,532.54,2662.7
369,180,150,6,218.22,1309.32
370,180,79,2,283.39,566.78
371,181,108,5,660.36,3301.8
372,181,144,1,199.63,199.63
373,181,190,1,911.38,911.38
374,181,103,4,575.68,2302.72
375,182,41,5,265.09,1325.45
376,182,243,5,64.31,321.55
377,182,157,2,211.39,422.78
378,182,245,5,645.6,3228.0
379,183,215,4,465.73,1862.92
380,183,75,6,252.17,1513.02
381,183,24,1,208.5,208.5
382,184,173,6,984.62,5907.72
383,184,119,1,917.61,917.61
384,184,151,5,354.57,1772.85
385,184,107,4,792.94,3171.76
386,185,200,1,729.29,729.29
387,185,198,6,591.96,3551.76
388,186,76,1,455.6,455.6
389,186,128,3,514.19,1542.57
390,186,164,3,736.47,2209.41
391,187,237,5,84.37,421.85
392,188,138,3,744.83,2234.49
393,189,249,2,212.88,425.76
394,190,234,6,240.03,1440.18
395,190,148,6,734.07,4404.42
396,191,183,2,583.52,1167.04
397,191,204,3,946.56,2839.68
398,192,112,5,229.53,1147.65
399,193,106,1,369.6,369.6
400,193,199,1,732.98,732.98
401,193,109,3,351.02,1053.06
402,194,192,3,127.97,383.91
403,194,237,2,84.37,168.74
404,195,236,5,362.78,1813.9
405,195,50,4,244.64,978.56
406,195,211,3,29.21,87.63
407,195,115,6,970.23,5821.38
408,196,49,5,840.77,4203.85
409,196,37,3,627.89,1883.67
410,196,152,1,318.56,318.56
411,197,180,1,59.17,59.17
412,198,175,4,327.66,1310.64
413,198,120,3,526.15,1578.45
414,199,190,3,911.38,2734.14
415,199,224,3,740.44,2221.32
416,199,179,4,85.94,343.76
417,200,119,4,917.61,3670.44
418,200,222,2,956.88,1913.76
419,200,113,1,593.43,593.43
420,201,124,2,667.15,1334.3
421,201,14,3,410.96,1232.88
422,201,120,5,526.15,2630.75
423,202,9,6,691.74,4150.44
424,202,101,1,550.64,550.64
425,203,99,4,467.84,1871.36
426,203,249,3,212.88,638.64
427,203,2,3,744.48,2233.44
428,204,58,6,66.15,396.9
429,205,9,3,691.74,2075.22
430,205,48,1,982.38,982.38
431,206,105,1,278.3,278.3
432,206,8,4,408.68,1634.72
433,206,189,3,317.55,952.65
434,206,128,1,514.19,514.19
435,206,245,2,645.6,1291.2
436,207,150,6,218.22,1309.32
437,208,81,4,574.03,2296.12
438,208,99,6,467.84,2807.04
439,208,171,3,740.18,2220.54
440,209,151,3,354.57,1063.71
441,210,172,1,782.05,782.05
442,210,127,4,820.42,3281.68
443,211,111,3,201.27,603.81
444,211,208,2,250.26,500.52
445,211,173,3,984.62,2953.86
446,211,199,4,732.98,2931.92
447,212,19,5,730.69,3653.45
448,213,132,1,876.17,876.17
449,213,238,5,785.23,3926.15
450,213,187,1,271.27,271.27
451,214,140,1,969.35,969.35
452,215,87,4,240.64,962.56
453,216,163,2,279.26,558.52
454,217,75,4,252.17,1008.68
455,217,213,4,133.44,533.76
456,217,37,5,627.89,3139.45
457,218,160,5,424.28,2121.4
458,218,201,3,476.63,1429.89
459,218,177,6,514.13,3084.78
460,218,20,2,690.18,1380.36
461,9999999,58,1,66.15,66.15
462,219,184,1,654.2,654.2
463,219,101,3,550.64,1651.92
464,219,221,5,672.16,3360.8
465,220,75,6,252.17,1513.02
466,220,70,3,618.47,1855.41
467,221,70,6,618.47,3710.82
468,222,209,3,54.06,162.18
469,222,83,5,699.95,3499.75
470,223,163,3,279.26,837.78
471,224,111,5,201.27,1006.35
472,224,98,5,833.49,4167.45
473,225,207,2,522.6,1045.2
474,226,248,3,696.59,2089.77
475,226,121,5,740.12,3700.6
476,227,108,2,660.36,1320.72
477,227,93,1,436.98,436.98
478,227,99,6,467.84,2807.04
479,227,74,3,426.0,1278.0
480,227,199,3,732.98,2198.94
481,228,212,5,942.96,4714.8
482,228,170,6,873.97,5243.82
483,228,120,5,526.15,2630.75
484,229,170,1,873.97,873.97
485,229,142,2,681.81,1363.62
486,230,183,4,583.52,2334.08
487,231,227,4,963.03,3852.12
488,231,198,2,591.96,1183.92
489,232,48,1,982.38,982.38
490,232,237,3,84.37,253.11
491,233,77,2,579.52,1159.04
492,234,115,4,970.23,3880.92
493,234,99,5,467.84,2339.2
494,235,82,3,52.23,156.69
495,235,219,4,682.09,2728.36
496,235,181,6,971.6,5829.6
497,235,244,3,168.53,505.59
498,236,184,4,654.2,2616.8
499,236,21,2,246.5,493.0
500,236,84,5,35.39,176.95
501,236,200,6,729.29,4375.74
502,236,202,5,367.8,1839.0
503,237,159,3,959.18,2877.54
504,237,127,4,820.42,3281.68
505,238,174,4,61.59,246.36
506,238,182,4,259.43,1037.72
507,239,210,4,940.55,3762.2
508,239,153,1,897.02,897.02
509,240,145,6,359.65,2157.9
510,241,47,3,392.1,1176.3
511,242,159,3,959.18,2877.54
512,242,51,1,560.14,560.14
513,243,195,2,254.49,508.98
514,243,242,4,127.78,511.12
515,243,173,4,984.62,3938.48
516,244,13,2,372.41,744.82
517,245,202,4,367.8,1471.2
518,245,170,5,873.97,4369.85
519,246,122,2,664.63,1329.26
520,246,230,6,33.22,199.32
521,247,56,2,703.18,1406.36
522,247,51,4,560.14,2240.56
523,248,126,2,960.61,1921.22
524,249,69,6,364.86,2189.16
525,249,174,1,61.59,61.59
526,249,97,1,685.95,685.95
527,250,46,4,202.72,810.88
528,251,56,1,703.18,703.18
529,252,67,1,709.59,709.59
530,252,119,6,917.61,5505.66
531,252,208,6,250.26,1501.56
532,252,15,3,542.36,1627.08
533,253,41,4,265.09,1060.36
534,254,93,3,436.98,1310.94
535,255,47,4,392.1,1568.4
536,256,121,3,740.12,2220.36
537,256,41,1,265.09,265.09
538,256,195,5,254.49,1272.45
539,256,74,1,426.0,426.0
540,257,204,4,946.56,3786.24
541,257,122,4,664.63,2658.52
542,257,233,3,591.68,1775.04
543,258,172,1,782.05,782.05
544,258,230,4,33.22,132.88
545,258,201,6,476.63,2859.78
546,259,96,6,772.7,4636.2
547,260,218,6,106.52,639.12
548,260,106,3,369.6,1108.8
549,261,140,1,969.35,969.35
550,261,123,3,518.58,1555.74
551,262,28,1,932.51,932.51
552,262,165,5,727.87,3639.35
553,263,141,4,875.84,3503.36
554,264,114,3,876.72,2630.16
555,265,30,5,152.33,761.65
556,265,89,1,45.51,45.51
557,265,125,3,643.37,1930.11
558,266,82,6,52.23,313.38
559,266,122,2,664.63,1329.26
560,267,105,4,278.3,1113.2
561,268,100,4,263.72,1054.88
562,268,158,4,362.46,1449.84
563,268,135,3,909.27,2727.81
564,269,65,3,864.93,2594.79
565,269,203,6,532.54,3195.24
566,270,124,3,667.15,2001.45
567,271,21,5,246.5,1232.5
568,271,214,5,789.3,3946.5
569,272,164,1,736.47,736.47
570,273,146,1,816.77,816.77
571,273,71,3,902.9,2708.7
572,274,241,1,945.3,945.3
573,274,196,4,395.36,1581.44
574,274,52,3,881.38,2644.14
575,275,48,6,982.38,5894.28
576,275,153,4,897.02,3588.08
577,275,135,4,909.27,3637.08
578,276,49,4,840.77,3363.08
579,276,109,2,351.02,702.04
580,277,129,3,386.74,1160.22
581,278,154,4,830.12,3320.48
582,279,133,2,936.51,1873.02
583,280,118,4,171.52,686.08
584,280,150,5,218.22,1091.1
585,281,78,1,809.86,809.86
586,281,183,3,583.52,1750.56
587,281,177,5,514.13,2570.65
588,281,94,2,500.35,1000.7
589,282,190,6,911.38,5468.28
590,282,90,1,467.95,467.95
591,283,201,1,476.63,476.63
592,284,80,1,706.29,706.29
593,285,144,3,199.63,598.89
594,285,129,2,386.74,773.48
595,286,171,4,740.18,2960.72
596,286,103,4,575.68,2302.72
597,287,164,6,736.47,4418.82
598,288,7,6,89.56,537.36
599,288,82,3,52.23,156.69
600,288,39,2,548.0,1096.0
601,288,129,3,386.74,1160.22
602,289,189,3,317.55,952.65
603,290,162,4,481.2,1924.8
604,290,23,2,36.06,72.12
605,290,5,6,525.64,3153.84
606,291,36,2,369.48,738.96
607,291,6,4,380.95,1523.8
608,291,147,5,704.04,3520.2
609,292,236,6,362.78,2176.68
610,293,25,4,909.57,3638.28
611,293,187,2,271.27,542.54
612,294,103,6,575.68,3454.08
613,295,186,5,315.98,1579.9
614,296,29,6,298.78,1792.68
615,297,246,5,164.16,820.8
616,297,27,2,558.97,1117.94
617,297,59,6,138.42,830.52
618,297,98,5,833.49,4167.45
619,298,40,3,342.23,1026.69
620,299,202,5,367.8,1839.0
621,299,128,6,514.19,3085.14
622,299,242,3,127.78,383.34
623,300,167,2,674.41,1348.82
624,300,87,4,240.64,962.56
625,300,109,1,351.02,351.02
626,300,45,4,56.28,225.12
627,301,48,4,982.38,3929.52
628,301,248,3,696.59,2089.77
629,302,23,6,36.06,216.36
630,302,147,1,704.04,704.04
631,303,114,2,876.72,1753.44
632,303,239,3,420.94,1262.82
633,303,80,2,706.29,1412.58
634,304,217,3,298.14,894.42
635,305,242,4,127.78,511.12
636,306,148,6,734.07,4404.42
637,306,239,2,420.94,841.88
638,307,225,5,5.23,26.15
639,308,169,5,673.91,3369.55
640,308,136,1,842.39,842.39
641,309,75,4,252.17,1008.68
642,309,86,5,375.3,1876.5
643,309,221,1,672.16,672.16
644,310,250,5,954.4,4772.0
645,311,193,4,864.81,3459.24
646,311,67,6,709.59,4257.54
647,311,247,1,110.61,110.61
648,311,85,2,171.52,343.04
649,312,231,6,732.21,4393.26
650,312,53,1,293.58,293.58
651,313,204,6,946.56,5679.36
652,313,187,1,271.27,271.27
653,314,224,5,740.44,3702.2
654,314,136,6,842.39,5054.34
655,314,158,6,362.46,2174.76
656,314,245,2,645.6,1291.2
657,315,22,1,947.35,947.35
658,315,199,4,732.98,2931.92
659,315,108,2,660.36,1320.72
660,316,80,4,706.29,2825.16
661,317,203,2,532.54,1065.08
662,317,245,4,645.6,2582.4
663,318,102,2,201.95,403.9
664,318,227,5,963.03,4815.15
665,319,108,5,660.36,3301.8
666,319,101,5,550.64,2753.2
667,319,173,2,984.62,1969.24
668,320,194,2,731.08,1462.16
669,320,50,5,244.64,1223.2
670,321,167,3,674.41,2023.23
671,322,60,2,675.63,1351.26
672,322,137,1,714.68,714.68
673,323,10,1,619.66,619.66
674,323,172,6,782.05,4692.3
675,323,176,3,566.81,1700.43
676,324,117,5,907.91,4539.55
677,324,122,6,664.63,3987.78
678,325,94,6,500.35,3002.1
679,326,192,4,127.97,511.88
680,326,158,5,362.46,1812.3
681,326,49,1,840.77,840.77
682,327,96,6,772.7,4636.2
683,327,108,3,660.36,1981.08
684,328,84,2,35.39,70.78
685,328,240,4,317.05,1268.2
686,328,45,4,56.28,225.12
687,328,146,2,816.77,1633.54
688,329,245,2,645.6,1291.2
689,330,196,1,395.36,395.36
690,330,164,5,736.47,3682.35
691,330,142,1,681.81,681.81
692,330,182,1,259.43,259.43
693,331,95,1,784.65,784.65
694,331,111,2,201.27,402.54
695,331,68,1,130.91,130.91
696,332,102,4,201.95,807.8
697,332,109,1,351.02,351.02
698,333,87,2,240.64,481.28
699,333,183,4,583.52,2334.08
700,334,81,5,574.03,2870.15
701,334,234,5,240.03,1200.15
702,335,24,1,208.5,208.5
703,336,56,1,703.18,703.18
704,336,240,2,317.05,634.1
705,336,237,6,84.37,506.22
706,336,216,6,350.83,2104.98
707,336,147,1,704.04,704.04
708,337,32,6,646.76,3880.56
709,337,24,4,208.5,834.0
710,338,116,2,370.64,741.28
711,338,220,1,903.59,903.59
712,339,4,1,877.92,877.92
713,339,17,6,934.4,5606.4
714,339,167,6,674.41,4046.46
715,340,219,3,682.09,2046.27
716,340,108,3,660.36,1981.08
717,341,37,3,627.89,1883.67
718,342,109,5,351.02,1755.1
719,343,109,4,351.02,1404.08
720,343,17,4,934.4,3737.6
721,344,3,4,254.8,1019.2
722,344,83,6,699.95,4199.7
723,344,27,1,558.97,558.97
724,344,55,4,609.75,2439.0
725,344,238,6,785.23,4711.38
726,345,148,6,734.07,4404.42
727,346,28,6,932.51,5595.06
728,347,168,5,76.94,384.7
729,348,215,2,465.73,931.46
730,348,208,6,250.26,1501.56
731,348,221,3,672.16,2016.48
732,349,69,6,364.86,2189.16
733,350,124,5,667.15,3335.75
734,351,163,2,279.26,558.52
735,351,110,6,273.22,1639.32
736,352,131,5,828.42,4142.1
737,353,155,2,39.8,79.6
738,354,1,6,594.95,3569.7
739,354,55,5,609.75,3048.75
740,355,45,4,56.28,225.12
741,355,127,2,820.42,1640.84
742,355,81,6,574.03,3444.18
743,356,48,1,982.38,982.38
744,356,62,4,825.28,3301.12
745,357,85,2,171.52,343.04
746,358,127,5,820.42,4102.1
747,359,26,4,804.78,3219.12
748,359,201,1,476.63,476.63
749,360,13,1,372.41,372.41
750,360,85,2,171.52,343.04
751,360,196,6,395.36,2372.16
752,360,223,3,653.33,1959.99
753,361,233,1,591.68,591.68
754,361,202,2,367.8,735.6
755,361,83,6,699.95,4199.7
756,362,144,4,199.63,798.52
757,362,53,4,293.58,1174.32
758,362,32,2,646.76,1293.52
759,362,29,4,298.78,1195.12
760,363,20,4,690.18,2760.72
761,364,228,6,458.73,2752.38
762,364,140,1,969.35,969.35
763,364,204,2,946.56,1893.12
764,365,4,1,877.92,877.92
765,365,60,3,675.63,2026.89
766,365,242,5,127.78,638.9
767,366,145,6,359.65,2157.9
768,367,189,3,317.55,952.65
769,367,18,3,364.59,1093.77
770,367,76,1,455.6,455.6
771,368,16,6,462.6,2775.6
772,368,179,4,85.94,343.76
773,369,153,2,897.02,1794.04
774,370,3,2,254.8,509.6
775,370,162,6,481.2,2887.2
776,370,107,1,792.94,792.94
777,371,47,3,392.1,1176.3
778,371,178,3,467.98,1403.94
779,372,214,2,789.3,1578.6
780,372,156,1,64.96,64.96
781,373,192,6,127.97,767.82
782,373,89,4,45.51,182.04
783,373,170,5,873.97,4369.85
784,373,60,3,675.63,2026.89
785,373,180,3,59.17,177.51
786,374,244,6,168.53,1011.18
787,374,191,6,246.92,1481.52
788,375,236,3,362.78,1088.34
789,375,171,3,740.18,2220.54
790,375,205,3,819.55,2458.65
791,375,202,2,367.8,735.6
792,375,187,4,271.27,1085.08
793,376,222,6,956.88,5741.28
794,377,70,4,618.47,2473.88
795,377,133,3,936.51,2809.53
796,377,13,1,372.41,372.41
797,378,136,2,842.39,1684.78
798,379,35,3,711.85,2135.55
799,379,16,1,462.6,462.6
800,379,136,1,842.39,842.39
801,380,91,2,321.72,643.44
802,381,223,1,653.33,653.33
803,381,66,1,375.26,375.26
804,382,161,1,940.15,940.15
805,382,229,2,580.8,1161.6
806,383,236,3,362.78,1088.34
807,383,152,4,318.56,1274.24
808,383,195,6,254.49,1526.94
809,384,222,1,956.88,956.88
810,384,204,2,946.56,1893.12
811,384,162,2,481.2,962.4
812,385,220,3,903.59,2710.77
813,385,77,5,579.52,2897.6
814,386,230,4,33.22,132.88
815,386,249,5,212.88,1064.4
816,387,173,4,984.62,3938.48
817,388,90,1,467.95,467.95
818,388,219,5,682.09,3410.45
819,389,21,5,246.5,1232.5
820,389,49,3,840.77,2522.31
821,390,136,3,842.39,2527.17
822,391,167,6,674.41,4046.46
823,391,107,4,792.94,3171.76
824,392,217,4,298.14,1192.56
825,393,213,5,133.44,667.2
826,393,225,5,5.23,26.15
827,394,87,6,240.64,1443.84
828,394,172,6,782.05,4692.3
829,395,88,2,248.98,497.96
830,395,176,4,566.81,2267.24
831,395,238,6,785.23,4711.38
832,396,216,2,350.83,701.66
833,396,166,4,637.83,2551.32
834,397,139,2,581.4,1162.8
835,398,111,3,201.27,603.81
836,399,29,4,298.78,1195.12
837,400,26,4,804.78,3219.12
838,400,90,4,467.95,1871.8
