order_id,customer_id,order_date,currency,total_amount,status
91,3062,2026-03-14T21:58:41.306461+00:00,EUR,201.27,CANCELLED
92,715,2024-11-21T20:58:41.306461+00:00,EUR,9594.33,DELIVERED
93,3727,2025-04-11T03:58:41.306461+00:00,JPY,1738.56,SHIPPED
94,4131,2025-07-07T15:58:41.306461+00:00,GBP,5332.83,PAID
95,4403,2026-01-24T07:58:41.306461+00:00,EUR,880.74,SHIPPED
96,4261,2026-05-12T23:58:41.306461+00:00,JPY,864.93,DELIVERED
97,3605,2026-02-23T03:58:41.306461+00:00,USD,535.39,DELIVERED
98,4608,2025-09-22T16:58:41.306461+00:00,JPY,356.39,DELIVERED
99,3916,2025-06-23T08:58:41.306461+00:00,EUR,1666.8,SHIPPED
100,4400,2024-11-15T18:58:41.306461+00:00,GBP,7100.92,DELIVERED
101,2402,2025-03-26T05:58:41.306461+00:00,EUR,2795.34,CANCELLED
102,4411,2025-09-22T22:58:41.306461+00:00,USD,5545.91,DELIVERED
103,357,2024-09-18T16:58:41.306461+00:00,JPY,505.59,CANCELLED
104,470,2025-07-28T16:58:41.306461+00:00,JPY,5510.3,DELIVERED
105,2034,2026-03-03T06:58:41.306461+00:00,USD,4857.54,PAID
106,2365,2025-01-12T15:58:41.306461+00:00,EUR,1306.66,DELIVERED
107,4114,2026-03-11T02:58:41.306461+00:00,JPY,6936.29,DELIVERED
108,3452,2024-10-23T04:58:41.306461+00:00,EUR,3962.16,NEW
109,3036,2024-06-29T00:58:41.306461+00:00,USD,3714.65,SHIPPED
110,3311,2026-01-31T11:58:41.306461+00:00,JPY,6397.08,CANCELLED
111,3947,2025-01-07T17:58:41.306461+00:00,JPY,3921.84,PAID
112,1501,2025-06-20T19:58:41.306461+00:00,JPY,1729.86,PAID
113,3321,2026-06-01T10:58:41.306461+00:00,EUR,8424.91,DELIVERED
114,1229,2026-05-30T00:58:41.306461+00:00,JPY,2767.12,SHIPPED
115,4981,2026-04-06T13:58:41.306461+00:00,USD,6239.67,DELIVERED
116,3121,2025-07-14T09:58:41.306461+00:00,EUR,1103.4,CANCELLED
117,1240,2025-10-05T20:58:41.306461+00:00,ZZZ,7504.52,PAID
118,525,2026-03-06T17:58:41.306461+00:00,USD,2104.6,PAID
119,3473,2025-10-20T01:58:41.306461+00:00,GBP,1348.82,SHIPPED
120,2293,2025-11-26T07:58:41.306461+00:00,JPY,4652.47,NEW
121,4019,2025-06-22T17:58:41.306461+00:00,USD,6978.42,DELIVERED
122,804,2025-06-26T12:58:41.306461+00:00,EUR,1232.88,NEW
123,550,2025-04-30T03:58:41.306461+00:00,GBP,2740.12,CANCELLED
124,33,2026-03-28T03:58:41.306461+00:00,JPY,3506.88,PAID
125,696,2025-06-15T23:58:41.306461+00:00,GBP,9749.04,NEW
126,1074,2024-11-13T05:58:41.306461+00:00,GBP,6416.76,PAID
127,4392,2025-06-24T17:58:41.306461+00:00,USD,1251.0,DELIVERED
128,4224,2025-11-09T19:58:41.306461+00:00,GBP,820.8,NEW
129,4745,2026-03-14T09:58:41.306461+00:00,USD,2198.94,CANCELLED
130,341,2025-03-20T09:58:41.306461+00:00,ZZZ,1223.88,CANCELLED
131,821,2026-01-01T13:58:41.306461+00:00,JPY,3167.88,DELIVERED
132,2050,2025-05-23T02:58:41.306461+00:00,USD,-1050.24,SHIPPED
133,1588,2025-01-26T22:58:41.306461+00:00,GBP,1660.24,CANCELLED
134,2800,2025-04-01T20:58:41.306461+00:00,JPY,2920.13,PAID
135,775,2024-10-16T08:58:41.306461+00:00,JPY,5605.42,SHIPPED
136,2585,2025-02-17T14:58:41.306461+00:00,USD,9032.59,DELIVERED
137,1899,2025-01-19T04:58:41.306461+00:00,JPY,7633.29,CANCELLED
138,4713,2026-04-02T21:58:41.306461+00:00,USD,881.38,CANCELLED
139,1435,2026-04-03T10:58:41.306461+00:00,USD,4388.32,PAID
140,3674,2024-10-16T12:58:41.306461+00:00,EUR,6638.82,DELIVERED
141,4290,2025-07-19T11:58:41.306461+00:00,GBP,8396.58,NEW
142,3338,2024-07-03T19:58:41.306461+00:00,JPY,4430.84,NEW
143,2853,2024-11-16T11:58:41.306461+00:00,USD,3872.65,DELIVERED
144,3706,2024-10-12T09:58:41.306461+00:00,EUR,4569.19,PAID
145,106,2026-05-29T01:58:41.306461+00:00,JPY,11370.67,SHIPPED
146,3394,2025-09-19T15:58:41.306461+00:00,GBP,4826.13,CANCELLED
147,2648,2025-04-07T17:58:41.306461+00:00,USD,500.35,NEW
148,3546,2025-09-29T06:58:41.306461+00:00,GBP,2070.54,DELIVERED
149,304,2026-04-10T16:58:41.306461+00:00,USD,3670.86,DELIVERED
150,3509,2024-09-09T04:58:41.306461+00:00,GBP,2736.08,PAID
151,2946,2025-07-17T23:58:41.306461+00:00,USD,1443.84,PAID
152,4387,2024-08-25T07:58:41.306461+00:00,GBP,8236.74,CANCELLED
153,3096,2025-02-22T14:58:41.306461+00:00,JPY,1340.72,SHIPPED
154,3637,2024-06-30T08:58:41.306461+00:00,USD,1408.08,PAID
155,4686,2026-03-10T15:58:41.306461+00:00,EUR,11251.46,SHIPPED
156,2280,2024-12-05T18:58:41.306461+00:00,EUR,3730.12,CANCELLED
157,3890,2024-07-28T04:58:41.306461+00:00,USD,270.3,NEW
158,4127,2025-03-20T17:58:41.306461+00:00,EUR,7265.08,DELIVERED
159,1723,2025-05-12T12:58:41.306461+00:00,EUR,1333.16,SHIPPED
160,1749,2026-03-24T01:58:41.306461+00:00,USD,4579.04,NEW
161,1700,2025-04-23T04:58:41.306461+00:00,GBP,1395.75,PAID
162,284,2026-03-06T12:58:41.306461+00:00,USD,1054.88,PAID
163,1178,2025-06-05T03:58:41.306461+00:00,GBP,3827.0,SHIPPED
164,853,2025-01-04T04:58:41.306461+00:00,USD,2478.64,NEW
165,493,2025-05-09T13:58:41.306461+00:00,USD,1268.34,CANCELLED
166,3111,2026-01-25T04:58:41.306461+00:00,USD,3171.76,SHIPPED
167,3856,2025-10-28T09:58:41.306461+00:00,JPY,1440.18,CANCELLED
168,2839,2025-09-24T13:58:41.306461+00:00,USD,8206.55,NEW
169,3554,2025-09-25T20:58:41.306461+00:00,EUR,514.19,SHIPPED
170,541,2024-11-22T15:58:41.306461+00:00,EUR,265.09,CANCELLED
171,1483,2024-10-18T16:58:41.306461+00:00,USD,1386.5,SHIPPED
172,3910,2026-01-23T05:58:41.306461+00:00,USD,3378.15,PAID
173,1380,2024-10-05T01:58:41.306461+00:00,EUR,337.05,PAID
174,3220,2025-11-07T18:58:41.306461+00:00,GBP,2053.38,CANCELLED
175,1842,2024-12-23T00:58:41.306461+00:00,USD,3686.81,NEW
176,2232,2025-01-03T22:58:41.306461+00:00,GBP,3605.42,CANCELLED
177,2074,2025-02-14T19:58:41.306461+00:00,USD,2084.64,SHIPPED
178,4325,2025-01-10T15:58:41.306461+00:00,JPY,1029.12,DELIVERED
179,2279,2025-04-23T01:58:41.306461+00:00,JPY,1433.93,PAID
180,4868,2024-08-26T09:58:41.306461+00:00,EUR,4538.8,NEW
181,1121,2025-07-09T22:58:41.306461+00:00,GBP,6715.53,PAID
182,4535,2025-06-30T06:58:41.306461+00:00,GBP,5297.78,CANCELLED
183,3254,2024-08-10T20:58:41.306461+00:00,EUR,3584.44,DELIVERED
184,2496,2025-07-10T05:58:41.306461+00:00,EUR,11769.94,SHIPPED
185,3190,2025-07-01T19:58:41.306461+00:00,JPY,4281.05,PAID
186,3289,2024-10-25T10:58:41.306461+00:00,USD,4207.58,PAID
187,4120,2025-01-08T23:58:41.306461+00:00,USD,421.85,CANCELLED
188,1898,2025-07-31T11:58:41.306461+00:00,GBP,2234.49,DELIVERED
189,905,2025-05-13T03:58:41.306461+00:00,EUR,425.76,NEW
190,4019,2024-09-10T17:58:41.306461+00:00,GBP,5844.6,DELIVERED
191,4341,2024-06-29T02:58:41.306461+00:00,GBP,4006.72,PAID
192,2629,2025-04-23T22:58:41.306461+00:00,USD,1147.65,NEW
193,2503,2026-06-19T13:58:41.306461+00:00,GBP,2155.64,CANCELLED
194,4787,2025-12-28T08:58:41.306461+00:00,GBP,552.65,CANCELLED
195,4717,2024-10-06T09:58:41.306461+00:00,GBP,8701.47,DELIVERED
196,1994,2025-02-01T11:58:41.306461+00:00,GBP,6406.08,DELIVERED
197,4574,2025-04-27T13:58:41.306461+00:00,USD,59.17,PAID
198,483,2026-02-08T07:58:41.306461+00:00,JPY,2889.09,NEW
199,1276,2024-10-29T15:58:41.306461+00:00,JPY,5299.22,NEW
200,1726,2024-09-05T10:58:41.306461+00:00,JPY,6177.63,PAID
201,3247,2025-10-16T19:58:41.306461+00:00,GBP,5197.93,PAID
202,176,2026-02-21T03:58:41.306461+00:00,GBP,4701.08,CANCELLED
203,3861,2026-01-24T09:58:41.306461+00:00,USD,4743.44,SHIPPED
204,934,2025-04-15T19:58:41.306461+00:00,GBP,396.9,DELIVERED
205,3821,2026-05-30T02:58:41.306461+00:00,USD,3057.6,DELIVERED
206,4589,2025-06-11T03:58:41.306461+00:00,EUR,4671.06,CANCELLED
207,4037,2025-09-11T04:58:41.306461+00:00,EUR,1309.32,PAID
208,2605,2024-10-08T09:58:41.306461+00:00,EUR,7323.7,CANCELLED
209,3660,2025-06-05T11:58:41.306461+00:00,EUR,1063.71,PAID
210,1622,2025-09-27T03:58:41.306461+00:00,USD,4063.73,SHIPPED
211,731,2024-07-12T01:58:41.306461+00:00,EUR,6990.11,NEW
212,20,2024-12-17T15:58:41.306461+00:00,JPY,3653.45,CANCELLED
213,2057,2025-08-05T20:58:41.306461+00:00,USD,5073.59,CANCELLED
214,4856,2026-05-30T03:58:41.306461+00:00,USD,969.35,SHIPPED
215,207,2026-05-07T20:58:41.306461+00:00,USD,962.56,SHIPPED
216,4246,2024-08-07T00:58:41.306461+00:00,USD,558.52,NEW
217,3399,2025-04-09T13:58:41.306461+00:00,USD,4681.89,SHIPPED
218,1558,2025-12-31T12:58:41.306461+00:00,GBP,8016.43,PAID
219,648,2025-09-18T14:58:41.306461+00:00,JPY,5666.92,SHIPPED
220,2830,2025-08-05T06:58:41.306461+00:00,JPY,3368.43,CANCELLED
221,1557,2026-01-29T09:58:41.306461+00:00,USD,3710.82,DELIVERED
222,771,2025-04-14T10:58:41.306461+00:00,GBP,3661.93,NEW
223,4129,2025-10-03T04:58:41.306461+00:00,USD,837.78,DELIVERED
224,2891,2025-01-05T10:58:41.306461+00:00,USD,5173.8,CANCELLED
225,1164,2025-03-21T15:58:41.306461+00:00,EUR,1045.2,SHIPPED
226,1687,2024-09-27T15:58:41.306461+00:00,GBP,5790.37,NEW
227,1100,2026-05-24T11:58:41.306461+00:00,JPY,8041.68,SHIPPED
228,600,2025-11-01T08:58:41.306461+00:00,USD,12589.37,DELIVERED
229,2106,2024-08-18T17:58:41.306461+00:00,USD,2237.59,DELIVERED
230,1421,2026-03-16T17:58:41.306461+00:00,JPY,2334.08,PAID
231,2315,2025-07-14T07:58:41.306461+00:00,EUR,5036.04,DELIVERED
232,393,2026-02-21T16:58:41.306461+00:00,GBP,1235.49,NEW
233,3101,2025-10-18T19:58:41.306461+00:00,JPY,1159.04,SHIPPED
234,4816,2025-10-02T02:58:41.306461+00:00,GBP,6220.12,PAID
235,1456,2025-10-07T09:58:41.306461+00:00,USD,9220.24,DELIVERED
236,560,2024-11-04T21:58:41.306461+00:00,EUR,9501.49,NEW
237,2747,2025-12-16T06:58:41.306461+00:00,GBP,6159.22,PAID
238,4780,2025-06-15T04:58:41.306461+00:00,JPY,1284.08,PAID
239,4507,2026-02-05T13:58:41.306461+00:00,USD,4659.22,SHIPPED
240,4802,2025-09-24T19:58:41.306461+00:00,USD,2157.9,NEW
241,65,2026-07-02T13:58:41.306461+00:00,GBP,1176.3,SHIPPED
242,4827,2025-04-04T02:58:41.306461+00:00,EUR,3437.68,DELIVERED
243,3808,2025-07-07T11:58:41.306461+00:00,EUR,4958.58,PAID
244,1066,2025-07-03T20:58:41.306461+00:00,GBP,861.26,CANCELLED
245,755,2025-02-14T22:58:41.306461+00:00,EUR,5841.05,SHIPPED
246,3220,2025-04-14T18:58:41.306461+00:00,GBP,1528.58,PAID
247,1887,2025-04-03T21:58:41.306461+00:00,EUR,3646.92,CANCELLED
248,1183,2025-07-12T20:58:41.306461+00:00,JPY,1921.22,CANCELLED
249,454,2025-12-12T21:58:41.306461+00:00,GBP,2936.7,CANCELLED
250,3317,2025-10-12T10:58:41.306461+00:00,JPY,810.88,SHIPPED
251,314,2026-04-06T17:58:41.306461+00:00,GBP,703.18,DELIVERED
252,968,2026-04-17T02:58:41.306461+00:00,JPY,9343.89,NEW
253,2982,2025-11-22T15:58:41.306461+00:00,EUR,1060.36,CANCELLED
254,4458,2025-02-24T22:58:41.306461+00:00,GBP,1310.94,NEW
255,1493,2024-09-30T01:58:41.306461+00:00,USD,1568.4,CANCELLED
256,860,2026-01-31T01:58:41.306461+00:00,EUR,4183.9,PAID
257,553,2025-12-16T15:58:41.306461+00:00,GBP,8219.8,PAID
258,3020,2026-01-29T15:58:41.306461+00:00,JPY,3774.71,PAID
259,1826,2025-06-11T09:58:41.306461+00:00,JPY,4636.2,CANCELLED
260,2461,2026-01-02T00:58:41.306461+00:00,GBP,1747.92,DELIVERED
261,4260,2026-06-01T10:58:41.306461+00:00,GBP,2525.09,SHIPPED
262,2773,2024-08-14T13:58:41.306461+00:00,USD,4571.86,DELIVERED
263,2130,2025-03-23T11:58:41.306461+00:00,JPY,3503.36,SHIPPED
264,2708,2025-10-30T06:58:41.306461+00:00,JPY,2630.16,PAID
265,3929,2026-01-11T09:58:41.306461+00:00,JPY,2737.27,DELIVERED
266,2566,2025-12-25T10:58:41.306461+00:00,USD,1642.64,DELIVERED
267,4618,2024-10-10T11:58:41.306461+00:00,JPY,1113.2,SHIPPED
268,4969,2025-03-19T04:58:41.306461+00:00,EUR,5232.53,CANCELLED
269,2838,2025-06-05T23:58:41.306461+00:00,USD,5790.03,DELIVERED
270,4625,2025-06-28T22:58:41.306461+00:00,JPY,2001.45,NEW
271,4159,2025-03-01T23:58:41.306461+00:00,USD,5179.0,CANCELLED
272,4407,2025-10-28T09:58:41.306461+00:00,USD,736.47,NEW
273,2873,2025-03-20T06:58:41.306461+00:00,GBP,3525.47,PAID
274,3845,2026-01-25T07:58:41.306461+00:00,EUR,5170.88,SHIPPED
275,3870,2024-10-19T16:58:41.306461+00:00,JPY,13119.44,SHIPPED
276,4131,2024-11-23T09:58:41.306461+00:00,JPY,4065.12,DELIVERED
277,4223,2025-03-21T01:58:41.306461+00:00,JPY,1160.22,NEW
278,2395,2025-06-03T16:58:41.306461+00:00,EUR,3320.48,NEW
279,142,2024-09-23T06:58:41.306461+00:00,EUR,1873.02,NEW
280,2493,2025-06-17T00:58:41.306461+00:00,USD,1777.18,DELIVERED
281,2587,2024-10-14T20:58:41.306461+00:00,USD,6131.77,DELIVERED
282,4273,2024-09-15T02:58:41.306461+00:00,JPY,5936.23,DELIVERED
283,3674,2026-01-30T20:58:41.306461+00:00,JPY,476.63,CANCELLED
284,1839,2024-11-18T09:58:41.306461+00:00,EUR,706.29,PAID
285,3491,2024-11-09T12:58:41.306461+00:00,GBP,1372.37,CANCELLED
286,3469,2025-11-19T20:58:41.306461+00:00,GBP,5263.44,SHIPPED
287,3678,2025-07-12T04:58:41.306461+00:00,USD,4418.82,PAID
288,98,2025-12-10T03:58:41.306461+00:00,USD,2950.27,PAID
289,175,2026-02-15T13:58:41.306461+00:00,USD,952.65,DELIVERED
290,974,2024-07-15T10:58:41.306461+00:00,GBP,5150.76,SHIPPED
291,340,2025-07-27T03:58:41.306461+00:00,USD,5782.96,DELIVERED
292,2522,2025-07-06T00:58:41.306461+00:00,USD,2176.68,PAID
293,3306,2026-01-19T08:58:41.306461+00:00,GBP,4180.82,SHIPPED
294,1508,2024-08-17T17:58:41.306461+00:00,JPY,3454.08,NEW
295,2129,2024-10-13T15:58:41.306461+00:00,GBP,1579.9,DELIVERED
296,1358,2026-02-25T04:58:41.306461+00:00,JPY,1792.68,CANCELLED
297,1727,2026-05-27T19:58:41.306461+00:00,USD,6936.71,NEW
298,829,2025-07-13T05:58:41.306461+00:00,JPY,1026.69,SHIPPED
299,885,2025-04-24T19:58:41.306461+00:00,JPY,5307.48,CANCELLED
300,4621,2024-09-17T23:58:41.306461+00:00,EUR,2887.52,SHIPPED
301,2069,2025-04-10T03:58:41.306461+00:00,GBP,6019.29,PAID
302,3393,2025-08-22T14:58:41.306461+00:00,GBP,920.4,DELIVERED
303,2084,2025-01-31T00:58:41.306461+00:00,EUR,4428.84,NEW
304,3981,2024-07-19T10:58:41.306461+00:00,GBP,894.42,NEW
305,1567,2025-07-13T02:58:41.306461+00:00,USD,511.12,PAID
306,1007,2025-06-08T02:58:41.306461+00:00,USD,5246.3,PAID
307,2780,2025-04-25T20:58:41.306461+00:00,USD,26.15,DELIVERED
308,589,2025-12-01T07:58:41.306461+00:00,EUR,4211.94,DELIVERED
309,3698,2026-01-04T00:58:41.306461+00:00,JPY,3557.34,DELIVERED
310,3657,2025-02-28T04:58:41.306461+00:00,EUR,4772.0,PAID
311,1649,2025-06-21T17:58:41.306461+00:00,EUR,8170.43,DELIVERED
312,1715,2026-05-10T07:58:41.306461+00:00,USD,4686.84,SHIPPED
313,338,2024-11-20T16:58:41.306461+00:00,EUR,5950.63,DELIVERED
314,93,2025-04-04T09:58:41.306461+00:00,USD,12222.5,PAID
315,4458,2025-06-07T22:58:41.306461+00:00,USD,5199.99,NEW
316,311,2025-04-16T17:58:41.306461+00:00,EUR,2825.16,PAID
317,2760,2024-11-24T15:58:41.306461+00:00,JPY,3647.48,SHIPPED
318,2647,2024-09-20T19:58:41.306461+00:00,USD,5219.05,CANCELLED
319,2899,2025-04-04T21:58:41.306461+00:00,GBP,8024.24,PAID
320,1606,2024-07-08T23:58:41.306461+00:00,GBP,2685.36,PAID
321,427,2024-07-31T01:58:41.306461+00:00,USD,2023.23,SHIPPED
322,3678,2024-12-10T21:58:41.306461+00:00,USD,2065.94,PAID
323,1698,2024-10-30T23:58:41.306461+00:00,EUR,7012.39,SHIPPED
324,699,2025-04-26T04:58:41.306461+00:00,GBP,8527.33,SHIPPED
325,1776,2024-10-05T21:58:41.306461+00:00,GBP,3002.1,SHIPPED
326,4421,2026-05-03T13:58:41.306461+00:00,JPY,3164.95,NEW
327,2971,2025-01-15T13:58:41.306461+00:00,EUR,6617.28,SHIPPED
328,743,2024-07-18T07:58:41.306461+00:00,EUR,3197.64,SHIPPED
329,3165,2025-10-22T06:58:41.306461+00:00,USD,1447.83,DELIVERED
330,4769,2025-02-19T14:58:41.306461+00:00,GBP,5018.95,SHIPPED
331,3613,2025-10-15T17:58:41.306461+00:00,JPY,1318.1,PAID
332,4320,2025-05-21T22:58:41.306461+00:00,USD,1158.82,PAID
333,3652,2025-08-21T11:58:41.306461+00:00,USD,2815.36,CANCELLED
334,4041,2024-07-18T02:58:41.306461+00:00,USD,4070.3,CANCELLED
335,945,2024-11-21T06:58:41.306461+00:00,USD,208.5,NEW
336,4103,2025-06-03T04:58:41.306461+00:00,JPY,4652.52,SHIPPED
337,2601,2024-12-03T02:58:41.306461+00:00,USD,4714.56,DELIVERED
338,855,2026-05-05T10:58:41.306461+00:00,EUR,1644.87,NEW
339,243,2025-07-20T22:58:41.306461+00:00,GBP,10530.78,PAID
340,469,2025-03-19T20:58:41.306461+00:00,EUR,4027.35,PAID
341,572,2025-09-24T22:58:41.306461+00:00,GBP,1883.67,PAID
342,512,2025-08-15T09:58:41.306461+00:00,USD,1755.1,CANCELLED
343,4896,2026-03-02T17:58:41.306461+00:00,EUR,5141.68,PAID
344,1914,2025-03-25T05:58:41.306461+00:00,GBP,12928.25,SHIPPED
345,1984,2024-07-11T13:58:41.306461+00:00,USD,4404.42,DELIVERED
346,4567,2024-12-19T06:58:41.306461+00:00,GBP,5595.06,SHIPPED
347,4002,2025-01-17T06:58:41.306461+00:00,EUR,384.7,CANCELLED
348,769,2025-01-13T02:58:41.306461+00:00,GBP,4449.5,CANCELLED
349,152,2026-02-12T21:58:41.306461+00:00,JPY,2189.16,PAID
350,2684,2024-08-08T02:58:41.306461+00:00,GBP,3335.75,SHIPPED
351,1256,2025-01-10T12:58:41.306461+00:00,EUR,2197.84,SHIPPED
352,3124,2025-01-27T21:58:41.306461+00:00,USD,4142.1,NEW
353,1650,2026-02-06T09:58:41.306461+00:00,USD,79.6,PAID
354,667,2025-05-07T22:58:41.306461+00:00,GBP,6618.45,DELIVERED
355,1433,2024-06-25T10:58:41.306461+00:00,GBP,5310.14,SHIPPED
356,830,2025-07-29T14:58:41.306461+00:00,GBP,4283.5,CANCELLED
